Si,Gu,Dong,TAZ,Code,Lat,Lon
경기도,동두천시,소요동,795,4125058000,37.92948972,127.0572543
경기도,동두천시,상패동,796,4125060000,37.90537169,127.0442776
경기도,안산시상록구,일동,797,4127151000,37.3103268,126.8661998
경기도,안산시상록구,성포동,798,4127159000,37.3206974,126.8494479
경기도,안산시상록구,이동,799,4127151500,37.3054479,126.8608393
경기도,안산시상록구,사1동,800,4127152000,37.2971032,126.8510469
경기도,안산시상록구,사2동,801,4127153000,37.2898094,126.8518778
경기도,안산시상록구,사3동,802,4127153500,37.2947354,126.8200502
경기도,안산시상록구,본오1동,803,4127154000,37.2851064,126.8642508
경기도,안산시상록구,반월동,804,4127160000,37.30618866,126.9021266
경기도,안산시상록구,본오2동,805,4127155000,37.296299,126.8722473
경기도,안산시상록구,본오3동,806,4127156000,37.301458,126.8638334
경기도,안산시상록구,부곡동,807,4127157000,37.3320122,126.8610739
경기도,안산시상록구,월피동,808,4127158000,37.3337031,126.8568333
경기도,안산시상록구,안산동,809,4127161000,37.3618773,126.8733509
경기도,안산시단원구,와동,810,4127351000,37.3417704,126.825558
경기도,안산시단원구,선부1동,811,4127358000,37.3343092,126.8044109
경기도,안산시단원구,선부2동,812,4127359000,37.3383614,126.8029199
경기도,안산시단원구,선부3동,813,4127360000,37.3450482,126.8125448
경기도,안산시단원구,원곡1동,814,4127355000,37.3279173,126.7969129
경기도,안산시단원구,원곡2동,815,4127356000,37.331609,126.8018317
경기도,안산시단원구,고잔1동,816,4127352000,37.3268362,126.8192019
경기도,안산시단원구,고잔2동,817,4127353000,37.3176503,126.8296526
경기도,안산시단원구,호수동,818,4127353500,37.3102794,126.8243855
경기도,안산시단원구,원곡본동,819,4127354000,37.3332877,126.7908684
경기도,안산시단원구,초지동,820,4127357000,37.309976,126.8168644
경기도,안산시단원구,대부동,821,4127361000,37.243767,126.5852893
경기도,고양시덕양구,주교동,822,4128151000,37.659413,126.8296137
경기도,고양시덕양구,성사1동,823,4128154000,37.6545064,126.8413743
경기도,고양시덕양구,성사2동,824,4128155000,37.6529397,126.8329262
경기도,고양시덕양구,능곡동,825,4128161000,37.62299799,126.8181204
경기도,고양시덕양구,흥도동,826,4128153000,37.6449259,126.8543481
경기도,고양시덕양구,창릉동,827,4128158000,37.6455307,126.8866085
경기도,고양시덕양구,원신동,828,4128152000,37.6774074,126.8758454
경기도,고양시덕양구,효자동,829,4128156000,37.6615865,126.9490948
경기도,고양시덕양구,신도동,830,4128157000,37.65140541,126.869685
경기도,고양시덕양구,고양동,831,4128159000,37.70336,126.9037479
경기도,고양시덕양구,관산동,832,4128160000,37.6879882,126.8625539
경기도,고양시덕양구,화정1동,833,4128162100,37.6446497,126.8335407
경기도,고양시덕양구,화정2동,834,4128162200,37.6305686,126.8357201
경기도,고양시덕양구,행주동,835,4128163000,37.618448,126.8253215
경기도,고양시덕양구,행신1동,836,4128164000,37.6223302,126.8359058
경기도,고양시덕양구,행신3동,837,4128165500,37.626329,126.8385936
경기도,고양시덕양구,행신2동,838,4128165000,37.6151363,126.833013
경기도,고양시덕양구,화전동,839,4128166000,37.6000455,126.8726584
경기도,고양시덕양구,대덕동,840,4128167000,37.5855675,126.8751875
경기도,고양시일산동구,식사동,841,4128551000,37.67734,126.8137071
경기도,고양시일산동구,고봉동,842,4128560000,37.7018996,126.8272214
경기도,고양시일산동구,중산동,843,4128552000,37.6918174,126.7804415
경기도,고양시일산동구,정발산동,844,4128553000,37.6724381,126.7798593
경기도,고양시일산동구,풍산동,845,4128554000,37.66422804,126.7996698
경기도,고양시일산동구,백석1동,846,4128555100,37.6496689,126.7924887
경기도,고양시일산동구,마두1동,847,4128556000,37.6558025,126.7898085
경기도,고양시일산동구,마두2동,848,4128557000,37.6535909,126.7844795
경기도,고양시일산동구,장항1동,849,4128558000,37.6416537,126.7705641
경기도,고양시일산동구,장항2동,850,4128559000,37.6499359,126.7783348
경기도,고양시일산동구,백석2동,851,4128555200,37.643927,126.7854774
경기도,고양시일산서구,일산1동,852,4128751000,37.6872483,126.7685542
경기도,고양시일산서구,일산2동,853,4128752000,37.6846359,126.7772158
경기도,고양시일산서구,일산3동,854,4128753000,37.6769823,126.7702604
경기도,고양시일산서구,탄현동,855,4128754000,37.6943496,126.7684516
경기도,고양시일산서구,주엽1동,856,4128755000,37.6701248,126.7633175
경기도,고양시일산서구,주엽2동,857,4128756000,37.6741121,126.7604755
경기도,고양시일산서구,대화동,858,4128757000,37.6829848,126.7551414
경기도,고양시일산서구,송포동,859,4128758000,37.6714314,126.7354521
경기도,고양시일산서구,송산동,860,4128759000,37.6909153,126.7543217
경기도,과천시,중앙동,861,4129051000,37.4360881,126.9926915
경기도,과천시,과천동,862,4129055000,37.44840516,126.9954597
경기도,과천시,갈현동,863,4129052000,37.4193613,126.9891188
경기도,과천시,문원동,864,4129056000,37.42631619,127.0018651
경기도,과천시,별양동,865,4129053000,37.4242328,126.9937625
경기도,과천시,부림동,866,4129054000,37.39873599,126.959442
경기도,구리시,갈매동,867,4131051000,37.6348,127.116307
경기도,구리시,동구동,868,4131052000,37.611734,127.1393488
경기도,구리시,인창동,869,4131053000,37.6045311,127.1349912
경기도,구리시,교문1동,870,4131054100,37.6012308,127.1276697
경기도,구리시,수택1동,871,4131057000,37.5964376,127.1491626
경기도,구리시,교문2동,872,4131054200,37.5870637,127.134158
경기도,구리시,수택2동,873,4131058000,37.5931907,127.1400932
경기도,구리시,수택3동,874,4131059000,37.5915202,127.1386679
경기도,남양주시,와부읍,875,4136025000,37.5855145,127.2163294
경기도,남양주시,조안면,876,4136036000,37.5358833,127.3034557
경기도,남양주시,진접읍,877,4136025300,37.7263293,127.1898638
경기도,남양주시,화도읍,878,4136025600,37.6578481,127.3007103
경기도,남양주시,진건읍,879,4136025900,37.6546414,127.177687
경기도,남양주시,오남읍,880,4136026200,37.6985759,127.2048422
경기도,남양주시,수동면,881,4136034000,37.7036192,127.3259197
경기도,남양주시,별내면,882,4136031000,37.7026772,127.1248907
경기도,남양주시,퇴계원면,883,4136037000,37.6489851,127.1446671
경기도,남양주시,별내동,884,4136057000,37.6480467,127.1271062
경기도,남양주시,호평동,885,4136051000,37.6562717,127.2470282
경기도,남양주시,평내동,886,4136052000,37.6483799,127.236065
경기도,남양주시,금곡동,887,4136053000,37.6320822,127.2056701
경기도,남양주시,양정동,888,4136054000,37.6163566,127.1871418
경기도,남양주시,지금동,889,4136055000,37.60790032,127.1695657
경기도,남양주시,도농동,890,4136056000,37.607238,127.159001
경기도,오산시,중앙동,891,4137051000,37.152003,127.072989
경기도,오산시,대원동,892,4137057000,37.138617,127.071723
경기도,오산시,신장동,893,4137054000,37.176331,127.054489
경기도,오산시,남촌동,894,4137053000,37.1545873,127.0634552
경기도,오산시,세마동,895,4137055000,37.1883003,127.0408236
경기도,오산시,초평동,896,4137056000,37.1398415,127.040658
경기도,시흥시,대야동,897,4139051000,37.443046,126.7885382
경기도,시흥시,신천동,898,4139052000,37.4354796,126.7817845
경기도,시흥시,정왕4동,899,4139059400,37.365502,126.7322537
경기도,시흥시,정왕본동,900,4139058900,37.3494077,126.7460667
경기도,시흥시,군자동,901,4139058100,37.339936,126.785092
경기도,시흥시,월곶동,902,4139058200,37.3911797,126.739527
경기도,시흥시,정왕2동,903,4139059200,37.3510384,126.7289508
경기도,시흥시,정왕3동,904,4139059300,37.3576102,126.7264484
경기도,시흥시,정왕1동,905,4139059100,37.3402596,126.7439849
경기도,시흥시,신현동,906,4139053100,37.4061802,126.7846119
경기도,시흥시,은행동,907,4139054000,37.436309,126.798014
경기도,시흥시,매화동,908,4139055000,37.4180103,126.8153455
경기도,시흥시,목감동,909,4139057000,37.3846189,126.8573418
경기도,시흥시,과림동,910,4139062100,37.4368748,126.8328901
경기도,시흥시,능곡동,911,4139064000,37.3663177,126.815847
경기도,시흥시,연성동,912,4139063000,37.3815286,126.8034528
경기도,시흥시,장곡동,913,4139063100,37.37725193,126.7881975
경기도,군포시,군포1동,914,4141051000,37.3536106,126.9455607
경기도,군포시,금정동,915,4141056000,37.3654002,126.9392711
경기도,군포시,군포2동,916,4141052000,37.3463472,126.9430785
경기도,군포시,대야동,917,4141061000,37.3302814,126.9153468
경기도,군포시,산본1동,918,4141054000,37.3733685,126.9385782
경기도,군포시,산본2동,919,4141055000,37.3700207,126.9327105
경기도,군포시,수리동,920,4141059000,37.3560656,126.9210383
경기도,군포시,궁내동,921,4141060000,37.3596595,126.9218473
경기도,군포시,재궁동,922,4141057000,37.3584406,126.9390419
경기도,군포시,오금동,923,4141058000,37.3510324,126.9295356
경기도,군포시,광정동,924,4141062000,37.3620853,126.9279404
경기도,의왕시,고천동,925,4143051000,37.347692,126.976078
경기도,의왕시,부곡동,926,4143052000,37.3187382,126.9567638
경기도,의왕시,오전동,927,4143053000,37.3536017,126.9715207
경기도,의왕시,내손1동,928,4143054000,37.3782836,126.9755986
경기도,의왕시,내손2동,929,4143055000,37.38759,126.981483
경기도,의왕시,청계동,930,4143056000,37.3885865,126.9959664
경기도,하남시,천현동,931,4145051000,37.519184,127.224028
경기도,하남시,춘궁동,932,4145059000,37.5221662,127.1941462
경기도,하남시,초이동,933,4145060000,37.536629,127.1708668
경기도,하남시,풍산동,934,4145057000,37.5490197,127.1850903
경기도,하남시,미사1동,935,4145061000,37.56031593,127.188808
경기도,하남시,미사2동,936,4145062000,37.56717508,127.1860544
경기도,하남시,감북동,937,4145058000,37.5162035,127.1617394
경기도,하남시,위례동,938,4145058500,37.47720239,127.1524211
경기도,하남시,신장1동,939,4145052000,37.5387867,127.2095729
경기도,하남시,덕풍1동,940,4145054000,37.5335152,127.2005793
경기도,하남시,덕풍2동,941,4145055000,37.5422842,127.1981451
경기도,하남시,신장2동,942,4145053000,37.5416909,127.2139034
경기도,하남시,덕풍3동,943,4145056000,37.5525119,127.2047858
경기도,용인시처인구,포곡읍,944,4146125000,37.2778194,127.2308211
경기도,용인시처인구,모현면,945,4146131000,37.3295337,127.2423619
경기도,용인시처인구,남사면,946,4146132000,37.1156802,127.1505051
경기도,용인시처인구,이동면,947,4146133000,37.14126116,127.1962569
경기도,용인시처인구,원삼면,948,4146134000,37.1665888,127.3132635
경기도,용인시처인구,백암면,949,4146135000,37.163406,127.3753796
경기도,용인시처인구,양지면,950,4146136000,37.2354873,127.2798397
경기도,용인시처인구,중앙동,951,4146151000,37.23426775,127.2054871
경기도,용인시처인구,역삼동,952,4146152000,37.233805,127.187231
경기도,용인시처인구,유림동,953,4146153000,37.252856,127.2120516
경기도,용인시처인구,동부동,954,4146154000,37.2327714,127.2191759
경기도,용인시기흥구,구갈동,955,4146352000,37.2724253,127.1275904
경기도,용인시기흥구,상갈동,956,4146353000,37.266581,127.1076933
경기도,용인시기흥구,상하동,957,4146358600,37.2705137,127.1383973
경기도,용인시기흥구,기흥동,958,4146354000,37.2429817,127.1027323
경기도,용인시기흥구,서농동,959,4146355000,37.2467988,127.0733652
경기도,용인시기흥구,구성동,960,4146356000,37.2967623,127.1189832
경기도,용인시기흥구,동백동,961,4146358500,37.2722139,127.1510056
경기도,용인시기흥구,마북동,962,4146357000,37.3040956,127.1235246
경기도,용인시기흥구,보정동,963,4146359000,37.3194834,127.1146958
경기도,용인시기흥구,신갈동,964,4146351000,37.2726044,127.1067683
경기도,용인시기흥구,영덕동,965,4146351500,37.2778448,127.0738103
경기도,용인시수지구,풍덕천1동,966,4146551000,37.3279561,127.0950264
경기도,용인시수지구,풍덕천2동,967,4146552000,37.3194624,127.0887791
경기도,용인시수지구,죽전1동,968,4146554000,37.3310497,127.1139958
경기도,용인시수지구,죽전2동,969,4146555000,37.3259098,127.1067309
경기도,용인시수지구,신봉동,970,4146553000,37.3206663,127.0836404
경기도,용인시수지구,동천동,971,4146556000,37.341861,127.0992375
경기도,용인시수지구,성복동,972,4146559000,37.3164878,127.0690016
경기도,용인시수지구,상현1동,973,4146557000,37.3046261,127.0811457
경기도,용인시수지구,상현2동,974,4146558000,37.3094198,127.0859427
경기도,파주시,문산읍,975,4148025000,37.8567524,126.7910164
경기도,파주시,파주읍,976,4148025300,37.8307195,126.8200104
경기도,파주시,법원읍,977,4148025600,37.8491705,126.8823933
경기도,파주시,조리읍,978,4148026200,37.7447623,126.8052374
경기도,파주시,교하동,979,4148054000,37.7359411,126.715374
경기도,파주시,운정1동,980,4148055000,37.7253124,126.7585956
경기도,파주시,운정2동,981,4148056000,37.7288768,126.7466414
경기도,파주시,운정3동,982,4148057000,37.7121171,126.7458456
경기도,파주시,진동면,983,4148040000,37.94210764,126.7977674
경기도,파주시,장단면,984,4148039000,37.89901034,126.690459
경기도,파주시,진서면,985,4148041000,37.95110477,126.7134151
경기도,파주시,파평면,986,4148036000,37.9219322,126.8379583
경기도,파주시,적성면,987,4148037000,37.954283,126.9176169
경기도,파주시,군내면,988,4148038000,37.93749781,126.7201987
경기도,파주시,월롱면,989,4148031000,37.7962204,126.7893368
경기도,파주시,탄현면,990,4148032000,37.8024773,126.7161589
경기도,파주시,광탄면,991,4148035000,37.7761649,126.8512215
경기도,파주시,금촌2동,992,4148052000,37.7515853,126.7772012
경기도,파주시,금촌1동,993,4148051000,37.7663443,126.7759721
경기도,파주시,금촌3동,994,4148053000,37.7675325,126.775401
경기도,이천시,장호원읍,995,4150025000,37.115146,127.616798
경기도,이천시,설성면,996,4150037000,37.132645,127.522044
경기도,이천시,율면,997,4150038000,37.094528,127.546449
경기도,이천시,부발읍,998,4150025300,37.283856,127.486907
경기도,이천시,신둔면,999,4150031000,37.306469,127.404025
경기도,이천시,백사면,1000,4150032000,37.339014,127.490691
경기도,이천시,대월면,1001,4150035000,37.230044,127.492405
경기도,이천시,호법면,1002,4150033000,37.223229,127.424897
경기도,이천시,마장면,1003,4150034000,37.249129,127.357926
경기도,이천시,모가면,1004,4150036000,37.171863,127.480154
경기도,이천시,창전동,1005,4150051000,37.283097,127.441148
경기도,이천시,중리동,1006,4150052000,37.278087,127.441774
경기도,이천시,관고동,1007,4150053000,37.282354,127.438228
경기도,이천시,증포동,1008,4150051500,37.290389,127.452551
경기도,안성시,공도읍,1009,4155025000,37.0010194,127.1725189
경기도,안성시,양성면,1010,4155036000,37.0600525,127.1946219
경기도,안성시,원곡면,1011,4155038000,37.0394276,127.129479
경기도,안성시,보개면,1012,4155031000,37.0230233,127.2908762
경기도,안성시,대덕면,1013,4155035000,37.0124258,127.2378725
경기도,안성시,고삼면,1014,4155042000,37.082695,127.2634598
경기도,안성시,일죽면,1015,4155039000,37.0905667,127.4770372
경기도,안성시,죽산면,1016,4155040000,37.0785588,127.422482
경기도,안성시,삼죽면,1017,4155041000,37.0730495,127.3748258
경기도,안성시,금광면,1018,4155032000,36.997231,127.3175329
경기도,안성시,서운면,1019,4155033000,36.9433069,127.2595528
경기도,안성시,미양면,1020,4155034000,36.9753587,127.2153358
경기도,안성시,안성1동,1021,4155051000,37.0056721,127.2742672
경기도,안성시,안성2동,1022,4155052000,37.0006289,127.2698586
경기도,안성시,안성3동,1023,4155053000,37.0142333,127.2577398
경기도,김포시,통진읍,1024,4157025000,37.69065726,126.596332
경기도,김포시,양촌읍,1025,4157025600,37.65720336,126.6254299
경기도,김포시,하성면,1026,4157036000,37.72017939,126.6313345
경기도,김포시,대곶면,1027,4157034000,37.64911886,126.582541
경기도,김포시,월곶면,1028,4157035000,37.71516882,126.5527148
경기도,김포시,고촌읍,1029,4157025300,37.60325127,126.7709616
경기도,김포시,김포1동,1030,4157051000,37.6276091,126.7057104
경기도,김포시,사우동,1031,4157054000,37.61930752,126.7167454
경기도,김포시,풍무동,1032,4157055000,37.60214647,126.7220342
경기도,김포시,장기동,1033,4157056000,37.63972679,126.6713337
경기도,김포시,구래동,1034,4157057000,37.64647908,126.6236784
경기도,김포시,김포2동,1035,4157052000,37.6523694,126.6717652
경기도,김포시,운양동,1036,4157058000,37.65143782,126.6832166
경기도,화성시,봉담읍,1037,4159025300,37.22006251,126.9494663
경기도,화성시,매송면,1038,4159031000,37.25234551,126.9091559
경기도,화성시,비봉면,1039,4159032000,37.23580406,126.8738968
경기도,화성시,우정읍,1040,4159025600,37.08981391,126.8153853
경기도,화성시,팔탄면,1041,4159036000,37.1622205,126.9049137
경기도,화성시,장안면,1042,4159037000,37.07953775,126.8311722
경기도,화성시,향남읍,1043,4159025900,37.13213435,126.9200329
경기도,화성시,양감면,1044,4159040000,37.08168786,126.9457207
경기도,화성시,정남면,1045,4159041000,37.16027192,126.9711188
경기도,화성시,남양읍,1046,4159026200,37.21175882,126.8237858
경기도,화성시,마도면,1047,4159033000,37.20548812,126.7696371
경기도,화성시,송산면,1048,4159034000,37.21784359,126.7391541
경기도,화성시,서신면,1049,4159035000,37.16623248,126.709261
경기도,화성시,동탄2동,1050,4159058600,37.19694399,127.0723089
경기도,화성시,동탄1동,1051,4159058500,37.2064524,127.0719171
경기도,화성시,동탄3동,1052,4159058700,37.20995564,127.0587566
경기도,화성시,동탄면,1053,4159042000,37.20992868,127.064345
경기도,화성시,동탄4동,1054,4159058800,37.1999211,127.1123177
경기도,화성시,반월동,1055,4159055000,37.23313752,127.0605944
경기도,화성시,기배동,1056,4159056000,37.22434017,126.9846378
경기도,화성시,화산동,1057,4159057000,37.20607938,127.0148963
경기도,화성시,진안동,1058,4159052000,37.21334419,127.0350013
경기도,화성시,병점1동,1059,4159053000,37.20686293,127.0372612
경기도,화성시,병점2동,1060,4159054000,37.21147341,127.0430146
경기도,광주시,오포읍,1061,4161025000,37.3661517,127.228625
경기도,광주시,초월읍,1062,4161025300,37.38524761,127.2879413
경기도,광주시,곤지암읍,1063,4161025900,37.35093417,127.3523773
경기도,광주시,도척면,1064,4161033000,37.3048153,127.3311699
경기도,광주시,퇴촌면,1065,4161034000,37.46690935,127.3071219
경기도,광주시,남종면,1066,4161035000,37.49427185,127.3019843
경기도,광주시,남한산성면,1067,4161037000,37.46338016,127.2442802
경기도,광주시,경안동,1068,4161051000,37.4108575,127.2572896
경기도,광주시,송정동,1069,4161052000,37.41968948,127.246097
경기도,광주시,광남동,1070,4161053000,37.389029,127.2298141
경기도,양주시,백석읍,1071,4163025000,37.7947803,126.9852893
경기도,양주시,장흥면,1072,4163034000,37.71788509,126.9408766
경기도,양주시,은현면,1073,4163031000,37.87509218,127.0243713
경기도,양주시,남면,1074,4163032000,37.89761105,126.9768998
경기도,양주시,광적면,1075,4163033000,37.82458933,126.9836323
경기도,양주시,양주1동,1076,4163051000,37.7733586,127.0440739
경기도,양주시,회천1동,1077,4163053000,37.84383275,127.0662082
경기도,양주시,회천2동,1078,4163054000,37.82166554,127.0467574
경기도,양주시,회천4동,1079,4163056000,37.83727149,127.0901715
경기도,양주시,양주2동,1080,4163052000,37.79689305,127.0803447
경기도,양주시,회천3동,1081,4163055000,37.83782645,127.0689196
경기도,포천시,소흘읍,1082,4165025000,37.8234959,127.138433
경기도,포천시,군내면,1083,4165031000,37.8889579,127.2177689
경기도,포천시,내촌면,1084,4165032000,37.7861387,127.2285922
경기도,포천시,가산면,1085,4165033000,37.84821,127.1861447
경기도,포천시,화현면,1086,4165041000,37.901193,127.2880764
경기도,포천시,신북면,1087,4165034000,37.933686,127.2264139
경기도,포천시,창수면,1088,4165035000,37.9913107,127.1890876
경기도,포천시,영중면,1089,4165036000,38.0057079,127.2454907
경기도,포천시,일동면,1090,4165037000,37.9612753,127.3172872
경기도,포천시,이동면,1091,4165038000,38.0307208,127.3673062
경기도,포천시,영북면,1092,4165039000,38.0892933,127.2756357
경기도,포천시,관인면,1093,4165040000,38.1577316,127.2507094
경기도,포천시,포천동,1094,4165051000,37.8982182,127.2003234
경기도,포천시,선단동,1095,4165052000,37.8541742,127.1591707
경기도,여주시,여흥동,1096,4167051000,37.294961,127.639628
경기도,여주시,중앙동,1097,4167052000,37.2986948,127.6289509
경기도,여주시,오학동,1098,4167053000,37.3098261,127.6445098
경기도,여주시,점동면,1099,4167031000,37.2060146,127.6622999
경기도,여주시,북내면,1100,4167036000,37.3290551,127.6790849
경기도,여주시,강천면,1101,4167037000,37.2728444,127.7110756
경기도,여주시,흥천면,1102,4167032000,37.3333071,127.541425
경기도,여주시,금사면,1103,4167033000,37.3925772,127.533363
경기도,여주시,산북면,1104,4167038000,37.4020629,127.4429544
경기도,여주시,대신면,1105,4167035000,37.3750678,127.5865394
경기도,여주시,가남읍,1106,4167025000,37.2016581,127.5448788
경기도,여주시,능서면,1107,4167034000,37.2999863,127.5734586
경기도,연천군,연천읍,1108,4180025000,38.1038877,127.0758604
경기도,연천군,전곡읍,1109,4180025300,38.0280123,127.0637091
경기도,연천군,청산면,1110,4180032000,37.9817276,127.0677713
경기도,연천군,군남면,1111,4180031000,38.08516,127.018723
경기도,연천군,백학면,1112,4180033000,38.0300507,126.9168715
경기도,연천군,미산면,1113,4180034000,38.0474317,126.9928317
경기도,연천군,장남면,1114,4180038000,37.9821301,126.8845718
경기도,연천군,왕징면,1115,4180035000,38.058599,127.0128027
경기도,연천군,신서면,1116,4180036000,38.1829416,127.1069511
경기도,연천군,중면,1117,4180037000,38.1358246,127.0191034
경기도,가평군,가평읍,1118,4182025000,37.8253601,127.5165387
경기도,가평군,북면,1119,4182035000,37.8856354,127.5502482
경기도,가평군,조종면,1120,4182034500,37.81771088,127.3534121
경기도,가평군,설악면,1121,4182031000,37.6761938,127.4946907
경기도,가평군,청평면,1122,4182032500,37.7404481,127.4241733
경기도,가평군,상면,1123,4182033000,37.8047464,127.3571544
경기도,양평군,양평읍,1124,4183025000,37.478775,127.505511
경기도,양평군,강상면,1125,4183031000,37.477204,127.4854892
경기도,양평군,강하면,1126,4183032000,37.495837,127.410514
경기도,양평군,양서면,1127,4183033000,37.543979,127.326052
경기도,양평군,옥천면,1128,4183034000,37.518148,127.4560365
경기도,양평군,서종면,1129,4183035000,37.606584,127.348712
경기도,양평군,단월면,1130,4183036000,37.538558,127.6729817
경기도,양평군,청운면,1131,4183037000,37.556255,127.710723
경기도,양평군,용문면,1132,4183040000,37.486784,127.595711
경기도,양평군,양동면,1133,4183038000,37.419076,127.754806
경기도,양평군,지평면,1134,4183039500,37.474526,127.595707
경기도,양평군,개군면,1135,4183041000,37.425989,127.536798
